Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
ROM	2	1	x3mi	figs-apostrophe		0	you are	पौलुस यहाँ ऐसे लिख रहा है जैसे कि वह एक यहूदी व्यक्ति को संबोधित कर रहा था जो उसके साथ बहस कर रहा है। पौलुस अपने दर्शकों को यह सिखाने के लिए ऐसा कर रहा है कि परमेश्वर उन सभी को दंड देगा जो लगातार पाप करते हैं, चाहे वह यहूदी हो या अन्य। (देखें: [[rc://en/ta/man/translate/figs-apostrophe]])
ROM	2	1	md5e	figs-you		0	you	"यहाँ सर्वनाम ""तुम"" एकवचन है। (देखें: [[rc://en/ta/man/translate/figs-you]])"
ROM	2	1	jt4b	figs-explicit		0	you person, you who judge	"पौलुस ""व्यक्ति"" शब्द का उपयोग यहाँ उस किसी व्यक्ति को डाँटने के लिए करता है जो सोच सकता है कि वह परमेश्वर के समान काम कर सकता है और दूसरों का न्याय कर सकता है। वैकल्पिक अनुवाद: ""तुम सिर्फ एक इंसान हो, फिर भी तुम दूसरों का न्याय करते हो और कहते हो कि वे परमेश्वर की सजा के हकदार हैं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	2	1	ybp2			0	for what you judge in another you condemn in yourself	लेकिन तुम केवल अपने आपका ही न्याय कर रहे हो क्योंकि तुम वही दुष्ट कर्म करते हो जैसा वे करते हैं
ROM	2	2	jr4i	figs-inclusive		0	But we know	"यहाँ सर्वनाम ""हम"" में मसीही विश्वासी और वे यहूदी भी शामिल हो सकते हैं जो मसीही नहीं हैं। (देखें: [[rc://en/ta/man/translate/figs-inclusive]])"
ROM	2	2	kfy1	figs-personification		0	God's judgment is according to truth when it falls on those	"यहाँ पौलुस ""परमेश्वर के न्याय"" को ऐसे कहता है जैसे कि वह जीवित हो और लोगों पर ""पड़"" सकता था। वैकल्पिक अनुवाद: ""परमेश्वर उन मनुष्यों का सही और निष्पक्ष रूप से न्याय करेगा"" (देखें: [[rc://en/ta/man/translate/figs-personification]])"
ROM	2	2	rgw4			0	those who practice such things	जो मनुष्य उन दुष्ट कर्मों को करते हैं
ROM	2	3	wg1h			0	But consider this	"तो इस पर विचार करें या ""इसलिए, इस पर विचार करें"""
ROM	2	3	ijd6			0	consider this	जो मैं तुमको बताने जा रहा हूँ, उसके बारे में सोचें
ROM	2	3	zwg7			0	person	"किसी भी व्यक्ति के लिए सामान्य शब्द का प्रयोग करें ""जो भी तुम हो"""
ROM	2	3	rk75			0	you who judge those who practice such things although you do the same things	तुम कहते हो कि कोई परमेश्वर की सज़ा के हकदार है जबकि जब तुम वही दुष्ट कर्म करते हो
ROM	2	3	p7mw	figs-rquestion		0	Will you escape from the judgment of God?	"इस टिप्पणी का उपयोग प्रश्न के रूप में जोर देने के लिए किया गया है। आप इस प्रश्न का अनुवाद एक मजबूत नकारात्मक कथन के रूप में भी कर सकते हैं। वैकल्पिक अनुवाद: ""तुम निश्चित रूप से परमेश्वर के फैसले से बच नहीं पाओगे!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	4	pex3	figs-rquestion		0	Or do you think so little of the riches of his goodness, his delayed punishment, and his patience ... repentance?	"इस टिप्पणी का उपयोग प्रश्न के रूप में जोर देने के लिए किया गया है। आप इसे एक मजबूत कथन के रूप में भी अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुमको इस तरह से कार्य नहीं करना चाहिए, इससे कोई फर्क नहीं पड़ता कि परमेश्वर अच्छा है और वह मनुष्यों को दंडित करने से पहले धैर्यपूर्वक लंबे समय तक प्रतीक्षा करता है, ताकि उसकी अच्छाई उन्हें पश्चाताप का कारण बने!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	4	w537			0	think so little of the riches ... patience	"धन पर विचार करें ... धैर्य महत्वहीन या ""विचार करें ... अच्छा नहीं"""
ROM	2	4	swj9	figs-rquestion		0	Do you not know that his goodness is meant to lead you to repentance?	"इस टिप्पणी का उपयोग प्रश्न के रूप में जोर देने के लिए किया गया है। आप इसे एक मजबूत कथन के रूप में भी अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुमको पता होना चाहिए कि परमेश्वर तुमको दिखाता है कि वह अच्छा है ताकि आप पश्चाताप कर सकें!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	5	t8pv			0	Connecting Statement:	पौलुस लोगों को याद दिलाना जारी रखता है कि सभी लोग दुष्ट हैं।
ROM	2	5	agl8	figs-metaphor		0	But it is to the extent of your hardness and unrepentant heart	"पौलुस एक ऐसे व्यक्ति की तुलना करने के लिए जो परमेश्वर की आज्ञा को मानने से इंकार करता है एक पत्थर के समान, किसी कठोर चीज के रूपक का उपयोग करता है। वह व्यक्ति के मन या अन्तर्मन का प्रतिनिधित्व करने के लिए ""मन"" का भी उपयोग करता है। वैकल्पिक अनुवाद: ""ऐसा इसलिए है क्योंकि तुम सुनने से और पश्चाताप करने से इंकार करते हो"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]] और [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	2	5	f52g	figs-doublet		0	hardness and unrepentant heart	"यह एक दोहराव है जिसे आप ""हठीले मन"" के रूप में जोड़ सकते हैं। (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	2	5	fv4k	figs-metaphor		0	you are storing up for yourself wrath	"वाक्यांश ""भंडारण"" का अर्थ एक रूपक है जो आमतौर पर एक व्यक्ति को अपने खजाने को इकट्ठा करने और उन्हें एक सुरक्षित स्थान पर रखने के लिए संदर्भित करता है। पौलुस कहता है कि खजाने के बजाए एक व्यक्ति परमेश्वर की सजा इकट्ठा कर रहा है। बिना पश्चाताप किए वे जितनी दूर चले जाते हैं, सजा उतनी ही गंभीर होगी। वैकल्पिक अनुवाद: ""तुम अपनी सज़ा को बदतर बना रहे हो"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	2	5	h8cp	figs-doublet		0	on the day of wrath ... the day of the revelation of God's righteous judgment	"ये दोनों वाक्यांश एक ही दिन को संदर्भित करते हैं। वैकल्पिक अनुवाद: ""जब परमेश्वर सभी को दिखाता है कि वह क्रोधित है और वह सभी मनुष्यों का न्यायपूर्वक न्याय करता है"" (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	2	6	c4dn			0	pay back	उचित प्रतिफल या दण्ड दो
ROM	2	6	gj1q			0	to every person according to his actions	प्रत्येक व्यक्ति ने उस व्यक्ति के अनुसार किया है
ROM	2	7	gec6			0	have sought	इसका अर्थ है कि उनके काम ऐसे हैं कि न्याय के दिन में उनके लिए परमेश्वर का निर्णय सकरात्मक होगा।
ROM	2	7	ub51			0	praise, honor, and incorruptibility	वे परमेश्वर से आदर और महिमा पाना चाहते हैं और अमर हो जाना चाहते हैं।
ROM	2	7	m341			0	incorruptibility	यह शारीरिक अनश्वरता को संदर्भित करता है न कि नैतिक, सड़ाव को।
ROM	2	8	guq1			0	Connecting Statement:	हालाँकि यह खंड गैर-धार्मिक दुष्ट व्यक्ति से बात कर रहा है, पौलुस ने गैर-यहूदियों और यहूदियों दोनों को यह बताते हुए इसे कहा है कि वे परमेश्वर के सामने दुष्ट हैं।
ROM	2	8	wa6f			0	self-seeking	"स्वार्थी या ""केवल अपने आप को खुश करने से संबंधित"""
ROM	2	8	fcb4	figs-parallelism		0	disobey the truth but obey unrighteousness	इन दो वाक्यांशों का मूल रूप से एक ही अर्थ है। दूसरा पहले को तीव्र करता है। (देखें: [[rc://en/ta/man/translate/figs-parallelism]])
ROM	2	8	j1e6	figs-doublet		0	wrath and fierce anger will come	"""क्रोध"" और ""भयंकर क्रोध"" शब्द मूल रूप से एक ही बात है और परमेश्वर के क्रोध पर जोर देते हैं। वैकल्पिक अनुवाद: ""परमेश्वर अपना भयानक क्रोध दिखाएगा"" (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	2	8	c2n3	figs-metonymy		0	wrath	"यहाँ ""क्रोध"" शब्द एक उपनाम है जो दुष्ट मनुष्यों के लिए परमेश्वर की कठोर सज़ा को संदर्भित करता है। (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	2	9	u8f7	figs-doublet		0	tribulation and distress on	"शब्द ""क्लेश"" और ""संकट"" का अर्थ मूल रूप से यहाँ एक ही बात है और इस बात पर जोर देना है कि परमेश्वर की सजा कितनी भयानक होगी। वैकल्पिक अनुवाद: ""भयंकर दंड होगा"" (देखें: [[rc://en/ta/man/translate/figs-doublet]])"
ROM	2	9	ck9i	figs-synecdoche		0	on every human soul	"यहाँ, पौलुस एक उपलक्षण ""आत्मा"" शब्द का उपयोग करता है जो पूरे व्यक्ति को संदर्भित करता है। वैकल्पिक अनुवाद: ""हर व्यक्ति पर"" (देखें: [[rc://en/ta/man/translate/figs-synecdoche]])"
ROM	2	9	n7q4			0	has practiced evil	लगातार बुरे काम किए हैं
ROM	2	9	a9s5			0	to the Jew first, and also to the Greek	परमेश्वर पहले यहूदी मनुष्यों का न्याय करेगा, और फिर जो यहूदी नहीं हैं
ROM	2	9	n5ev			0	first	"संभावित अर्थ हैं 1) ""समय के क्रम में पहले"" या 2) ""सबसे निश्चित रूप से"""
ROM	2	10	vt1f			0	But praise, honor, and peace will come	लेकिन परमेश्वर प्रशंसा, सम्मान और शांति देगा
ROM	2	10	i9tg			0	practices good	लगातार वही करता है जो अच्छा होता है
ROM	2	10	zg3s			0	to the Jew first, and also to the Greek	परमेश्वर पहले यहूदी मनुष्यों को पुरस्कृत करेंगे, और फिर जो यहूदी मनुष्य नहीं हैं
ROM	2	10	ib56			0	first	आपको उसी तरह से इसका अनुवाद करना चाहिए जैसा आपने [रोमियों 2:9](../02/09.md) में किया था।
ROM	2	11	s7a6	figs-litotes		0	For there is no favoritism with God	"आप इसका अनुवाद सकारात्मक रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""क्योंकि परमेश्वर सभी मनुष्यों के साथ एक जैसा व्यवहार करता है"" (देखें: [[rc://en/ta/man/translate/figs-litotes]])"
ROM	2	12	wkx8			0	For as many as have sinned	उन मनुष्यों के लिए जिन्होंने पाप किया है
ROM	2	12	ml3k	figs-explicit		0	without the law will also perish without the law	"पौलुस इस बात पर जोर देने के लिए ""व्यवस्था के बिना"" को दोहराता है कि इससे कोई फर्क नहीं पड़ता कि मनुष्य मूसा की व्यवस्था को नहीं जानते हैं। यदि वे पाप करते हैं, तो परमेश्वर उनका न्याय करेगा। वैकल्पिक अनुवाद: ""मूसा की व्यवस्था को जाने बिना निश्चित रूप से अभी भी आध्यात्मिक रूप से मर जाएगा"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	2	12	m6cy			0	as many as have sinned	पाप करने वाले सभी
ROM	2	12	y3bu	figs-explicit		0	with respect to the law will be judged by the law	"परमेश्वर अपनी व्यवस्था के अनुसार पापी मनुष्यों का न्याय करेगा। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""और जो मूसा की व्यवस्था को जानते हैं, परमेश्वर उनका उस व्यवस्था के अनुसार न्याय करेगा"" (देखें: [[rc://en/ta/man/translate/figs-explicit]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	13	sw8x			0	Connecting Statement:	पौलुस पाठक को यह बताना जारी रखता है कि परमेश्वर के व्यवस्था के लिए सही आज्ञा मानने उन मनुष्यों के लिए भी आवश्यक है जिनके पास परमेश्वर की व्यवस्था कभी नहीं थी।
ROM	2	13	k32u			0	For	14 और 15 के पद ने पाठक को अतिरिक्त जानकारी देने के लिए पौलुस के मुख्य तर्क को बाधित किया। यदि आपके पास अपनी भाषा में इस तरह की रुकावट को चिन्हित करने का एक तरीका है, तो आप इसे यहाँ उपयोग कर सकते हैं।
ROM	2	13	t28w	figs-explicit		0	it is not the hearers of the law	"यहाँ ""व्यवस्था"" मूसा की व्यवस्था को संदर्भित करता है। वैकल्पिक अनुवाद: ""यह वे नहीं हैं जो केवल मूसा की व्यवस्था को सुनते हैं"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	2	13	eg4h			0	who are righteous before God	जिनको परमेश्वर धर्मी मानता है
ROM	2	13	s4na			0	but it is the doers of the law	लेकिन यह वह है जो मूसा की व्यवस्था का पालन करता है
ROM	2	13	c1bu	figs-activepassive		0	who will be justified	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""जिसे परमेश्वर स्वीकार करेगा"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	14	tn5f	figs-idiom		0	Gentiles, who do not have the law ... are a law to themselves	"वाक्यांश ""व्यवस्था का स्वयं का"" एक मुहावरा है जिसका अर्थ है कि ये मनुष्य स्वाभाविक रूप से परमेश्वर की व्यवस्था का पालन करते हैं। वैकल्पिक अनुवाद: ""उनके अंदर पहले से ही परमेश्वर की व्यवस्था है"" (देखें: [[rc://en/ta/man/translate/figs-idiom]])"
ROM	2	14	q2id	figs-explicit		0	they do not have the law	"यहाँ ""व्यवस्था"" मूसा की व्यवस्था को संदर्भित करता है। वैकल्पिक अनुवाद: ""उनके पास वास्तव में वह व्यवस्था नहीं हैं जो परमेश्वर ने मूसा को दी थी"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	2	15	xl6v			0	By this they show	स्वाभाविक रूप से उनके द्वारा दिखाई गई व्यवस्था का पालन करने से
ROM	2	15	x35c	figs-metonymy		0	that the actions required by the law are written in their hearts	"यहाँ ""हृदयों"" व्यक्ति के विचारों या अन्तर्मन के लिए एक उपनाम है। वाक्यांश ""उनके हृदयों में लिखा गया"" उनके जानने के लिए एक रूपक है। आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""कि परमेश्वर ने उनके हृदयों में लिखा है कि व्यवस्था को उन्हें क्या करने की आवश्यकता है"" या ""कि वे उन कार्यों को जानते हैं जो परमेश्वर चाहते हैं कि वे उसकी व्यवस्था के अनुसार करें"" (देखें: [[rc://en/ta/man/translate/figs-metonymy]] और [[rc://en/ta/man/translate/figs-metaphor]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	15	z28q	figs-idiom		0	bears witness to them, and their own thoughts either accuse or defend them to themselves	"यहाँ ""गवाही देते हैं"" उस ज्ञान को संदर्भित करता है जो वे उस व्यवस्था से प्राप्त करते हैं जो परमेश्वर ने उनके मनों में लिखी है। वैकल्पिक अनुवाद: ""उन्हें बताएँ कि क्या वे परमेश्वर की व्यवस्था की अवज्ञा या पालन कर रहे हैं"" (देखें: [[rc://en/ta/man/translate/figs-idiom]])"
ROM	2	16	c5fp			0	on the day when God will judge	"यह पौलुस के विचार को [रोमियों 2:13](../02/13.md) से समाप्त करता है। ""यह तब होगा जब परमेश्वर न्याय करेगा"""
ROM	2	17	lc6m			0	Connecting Statement:	यहाँ पौलुस की बातचीत शुरू होती है कि यहूदियों के पास जो व्यवस्था है वह वास्तव में उनको दोषी ठहराती है क्योंकि वे इसका पालन नहीं करते हैं।
ROM	2	17	cnq7			0	if you call yourself a Jew	क्योंकि तुम स्वयं को यहूदी कहते हो
ROM	2	17	gz6j	figs-metaphor		0	rest upon the law	"वाक्यांश ""व्यवस्था पर भरोसा रखता है"" इस बात को दर्शाता है कि वे व्यवस्था का पालन करके धर्मी बन सकते हैं। वैकल्पिक अनुवाद: ""मूसा के व्यवस्था पर भरोसा करता है"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	2	18	l3we			0	know his will	और परमेश्वर की इच्छा को जानता है
ROM	2	18	xn6w	figs-activepassive		0	because you have been instructed from the law	"इसे सक्रिय रूप में कहा जा सकता है। वैकल्पिक अनुवाद: ""क्योंकि मनुष्यों ने तुमको सिखाया है कि व्यवस्था से क्या सही है"" या ""क्योंकि तुमने व्यवस्था से सीखा है"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	19	wi7z	figs-parallelism		0	that you yourself are a guide to the blind, a light to those who are in darkness	"यहाँ ""अंधे"" और ""अंधेरे में चलने वाले"" उन मनुष्यों का प्रतिनिधित्व करते हैं जो व्यवस्था को नहीं समझते हैं। वैकल्पिक अनुवाद: ""क्योंकि तुम व्यवस्था सिखाते हो, तुम स्वयं अंधे मनुष्यों के लिए एक मार्गदर्शक के समान हो, और तुम उन मनुष्यों के लिए एक रोशनी के समान हो जो अंधेरे में खो गए हैं"" (देखें: [[rc://en/ta/man/translate/figs-parallelism]] और [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	2	20	p7qq			0	a corrector of the foolish	तुम गलत करने वालों को सही करते हो
ROM	2	20	ar5a	figs-metaphor		0	a teacher of little children	"यहाँ पौलुस उन मनुष्यों की तुलना बहुत छोटे बच्चों से करता है जो व्यवस्था के बारे में कुछ भी नहीं जानते हैं। वैकल्पिक अनुवाद: ""और तुम उन मनुष्यों को सिखाते हो जो व्यवस्था को नहीं जानते हैं"" (देखें: [[rc://en/ta/man/translate/figs-metaphor]])"
ROM	2	20	gh9s	figs-explicit		0	and that you have in the law the form of knowledge and of the truth	"सत्य का ज्ञान जो व्यवस्था में है वह परमेश्वर से मिलता है। वैकल्पिक अनुवाद: ""क्योंकि तुम सुनिश्चित हो कि तुम उस सत्य को समझते हो जो परमेश्वर ने व्यवस्था में दिया है"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
ROM	2	21	uq9y	figs-rquestion		0	You who teach others, do you not teach yourself?	"पौलुस अपने श्रोताओं को डाँटने के लिए एक प्रश्न का उपयोग कर रहा है। आप इसे एक मजबूत कथन के रूप में अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुम दूसरों को सिखाते हो, लेकिन तुम स्वयं को नहीं सिखाते हो!"" या ""तुम दूसरों को सिखाते हो, लेकिन तुम वह नहीं करते जो तुम सिखाते हो!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	21	hl38	figs-rquestion		0	You who preach against stealing, do you steal?	"पौलुस अपने श्रोताओं को डाँटने के लिए एक प्रश्न का उपयोग कर रहा है। आप इसे एक मजबूत कथन के रूप में अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुम मनुष्यों से कहते हो कि वे चोरी न करें, लेकिन तुम चोरी करते हो!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	22	vb45	figs-rquestion		0	You who say that one must not commit adultery, do you commit adultery?	"पौलुस अपने श्रोताओं को डाँटने के लिए एक प्रश्न का उपयोग कर रहा है। आप इसे एक मजबूत कथन के रूप में अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुम मनुष्यों को व्यभिचार नहीं करने के लिए कहते हो, लेकिन तुम व्यभिचार करते हो!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	22	qn68	figs-rquestion		0	You who hate idols, do you rob temples?	"पौलुस अपने श्रोता को डाँटने के लिए एक प्रश्न का उपयोग कर रहा है। आप इसे एक मजबूत कथन के रूप में अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""तुम कहते हो कि तुम मूर्तियों से घृणा करते हो, लेकिन तुम मंदिरों को लूटते हो!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	22	mv4d			0	rob temples	"संभावित अर्थ हैं 1) ""स्थानीय मूर्तिपूजक मंदिरों से वस्तुओं को बेचने और लाभ कमाने के लिए चोरी करते हैं"" या 2) "" जो पैसा परमेश्वर को चढ़ाया गया है वह यरूशलेम के मंदिर में न भेजें।"""
ROM	2	23	grr3	figs-rquestion		0	You who boast in the law, do you dishonor God by breaking the law?	"पौलुस अपने श्रोता को डाँटने के लिए एक प्रश्न का उपयोग करता है। आप इसे एक मजबूत कथन के रूप में अनुवादित कर सकते हैं। वैकल्पिक अनुवाद: ""यह दुष्टता है कि तुम व्यवस्था पर गर्व करने का दावा करते हो, जबकि एक ही समय में तुम इसकी अवज्ञा करते हो और परमेश्वर को शर्मिन्दा करते हो!"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	2	24	q13d	figs-activepassive		0	the name of God is blasphemed among the Gentiles	"आप इसका अनुवाद सक्रिय रूप में कर सकते हैं। वैकल्पिक अनुवाद: ""कई अन्यजातियों ने परमेश्वर के नाम की निंदा की"" (देखें: [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	24	xq7q	figs-metonymy		0	name of God	"""नाम"" शब्द एक उपनाम है जो परमेश्वर की संपूर्णता को संदर्भित करता है, न कि केवल उसके नाम को। (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	2	25	i497			0	Connecting Statement:	पौलुस यह दिखाना जारी रखता है कि परमेश्वर अपनी व्यवस्था से, उन यहूदियों को भी दोषी ठहराता है जिनके पास परमेश्वर की व्यवस्था है।
ROM	2	25	jg8q			0	For circumcision indeed benefits you	मैं यह सब इसलिए कहता हूँ क्योंकि खतना होने से तुमको फायदा होता है
ROM	2	25	sbm3			0	if you break the law	यदि तुम व्यवस्था में पाए गए आदेशों का पालन नहीं करते हो
ROM	2	25	xq62			0	your circumcision becomes uncircumcision	यह ऐसा है कि मानो तुम अब खतनावाले नहीं रहे थे
ROM	2	26	vt7f			0	the uncircumcised person	वह व्यक्ति जिसका खतना नहीं हुआ है
ROM	2	26	nf3j			0	keeps the requirements of the law	परमेश्वर की जो व्यवस्था है उसका पालन करो
ROM	2	26	be71	figs-rquestion		0	will not his uncircumcision be considered as circumcision?	"यह दो प्रश्नों में से पहला है जो पौलुस ने यहाँ पूछा है कि इस बात पर जोर देने के लिए कि वह खतना नहीं है जो किसी को परमेश्वर के सामने धर्मी बनाता है। आप इस प्रश्न का सक्रिय रूप में एक बयान के रूप में अनुवाद कर सकते हैं। वैकल्पिक अनुवाद: ""परमेश्वर उसे खतना किया हुआ मानेंगे।"" (देखें: [[rc://en/ta/man/translate/figs-rquestion]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	27	lqz2	figs-rquestion		0	And will not the one who is naturally uncircumcised condemn you ... the law?	"यह दो प्रश्नों में से दूसरा है जो पौलुस यहाँ पूछता है (पहला रोमियों 2:26 (./26.md) में है) इस बात पर जोर देने के लिए कि वह खतना नहीं है जो किसी को परमेश्वर के सामने धर्मी बनाता है। आप एक सक्रिय रूप में एक बयान के रूप में इस प्रश्न का अनुवाद कर सकते हैं। वैकल्पिक अनुवाद: ""जिसका शारीरिक रूप से खतना नहीं हुआ है वह तुमको दोषी ठहराएगा ... व्यवस्था "" (देखें: [[rc://en/ta/man/translate/figs-rquestion]] और [[rc://en/ta/man/translate/figs-activepassive]])"
ROM	2	28	g2vh			0	outwardly	यह यहूदी रिवाजों को संदर्भित करता है, जैसे कि खतना, जिसे मनुष्य देख सकते हैं।
ROM	2	28	bl6h			0	merely outward in the flesh	यह एक व्यक्ति के देह में शारीरिक परिवर्तन को संदर्भित करता है जब कोई उसका खतना कराता है।
ROM	2	28	s44m	figs-synecdoche		0	flesh	"यह पूरी देह के लिए एक उपलक्षण है। वैकल्पिक अनुवाद: ""शरीर"" (देखें: [[rc://en/ta/man/translate/figs-synecdoche]])"
ROM	2	29	hkk4	figs-parallelism		0	he is a Jew who is one inwardly, and circumcision is that of the heart	"इन दो वाक्यांशों के अर्थ समान हैं। पहला वाक्यांश, ""पर यहूदी वही है जो आंतरिक है,"" दूसरे वाक्यांश को समझाता है, ""खतना मन का है।"" (देखें: [[rc://en/ta/man/translate/figs-parallelism]])"
ROM	2	29	v149			0	inwardly	यह परमेश्वर द्वारा परिवर्तित मनुष्य के मान और अभिप्रेरणा को प्रकट करता है।
ROM	2	29	dk8q	figs-metonymy		0	of the heart	"यहाँ ""मन"" आंतरिक व्यक्तित्व के लिए एक उपनाम है। (देखें: [[rc://en/ta/man/translate/figs-metonymy]])"
ROM	2	29	dd3p	figs-synecdoche		0	in the Spirit, not in the letter	"यहाँ ""अक्षर"" एक अलंकार है जो लिखित पवित्रशास्त्र को संदर्भित करता है। वैकल्पिक अनुवाद: ""पवित्र आत्मा के कार्य के माध्यम से, इसलिए नहीं कि तुम शास्त्र जानते हो"" (देखें: [[rc://en/ta/man/translate/figs-synecdoche]])"
ROM	2	29	qa6b			0	in the Spirit	"यह एक व्यक्ति के आंतरिक, आध्यात्मिक भाग को संदर्भित करता है जिसे ""परमेश्वर का आत्मा"" बदलता है।"
ROM	3	intro	y2kb			0		"# रोमियों 03 सामान्य टिप्पणियाँ<br>#### संरचना एवं स्वरूपण<br><br>कुछ अनुवाद कविता की प्रत्येक पंक्ति को पढ़ने में आसान करने के लिए पाठ के बाकी हिस्सों की तुलना में दाईं ओर निर्धारित करते हैं। यूएलटी इस अध्याय के पद 4 और 10-18 के साथ ऐसा करता है, जो पुराने नियम के वचन हैं। <br><br> #### इस अध्याय में विशेष अवधारणाएँ <br><br> अध्याय 3 इस प्रश्न का उत्तर देता है, ""यहूदी होने से क्या लाभ है।"" एक अन्य व्यक्ति होने के नाते?"" (देखें: [[rc://en/tw/dict/bible/kt/lawofmoses]] और [[rc://en/tw/dict/bible/kt/save]]) <br> <br> ##### ""क्योंकि सभी ने पाप किया है और परमेश्वर की महिमा से रहित हैं"" <br> क्योंकि परमेश्वर पवित्र है, स्वर्ग में उसके साथ होने वाले किसी को भी परिपूर्ण होना चाहिए। किसी भी पाप के लिए किसी व्यक्ति पर दोष लगाया जाएगा। (देखें: [[rc://en/tw/dict/bible/kt/heaven]] और [[rc://en/tw/dict/bible/kt/condemn]])<br><br>##### मूसा की व्यवस्था का उद्देश्य<br>व्यवस्था का पालन करना एक व्यक्ति को परमेश्वर के साथ सही नहीं बना सकता है। परमेश्वर की व्यवस्था का पालन करना एक ऐसा तरीका है जिससे व्यक्ति दिखाता है कि वे परमेश्वर में विश्वास करते हैं। विश्वास से ही मनुष्यों को हमेशा धर्मी ठहराया गया है। (देखें: [[rc://en/tw/dict/bible/kt/justice]] और [[rc://en/tw/dict/bible/kt/faith]])<br><br>#### इस अध्याय के महत्वपूर्ण अलंकार<br><br>##### अलंकारिक प्रश्न <br> पौलुस अक्सर इस अध्याय में अलंकारिक सवालों का उपयोग करता है। ऐसा प्रतीत होता है कि इन अलंकारिक प्रश्नों की मंशा पाठक को उनके पाप को दिखाने के लिए है जिससे कि वे यीशु पर भरोसा करेंगे। (देखें: [[rc://en/ta/man/translate/figs-rquestion]] और [[rc://en/tw/dict/bible/kt/guilt]]) <br>"
ROM	3	1	v788			0	Connecting Statement:	पौलुस ने यहूदियों को होने वाले लाभ की घोषणा इसलिए की क्योंकि परमेश्वर ने उन्हें अपना व्यवस्था दिया था।
ROM	3	1	gcd6	figs-explicit		0	Then what advantage does the Jew have? And what is the benefit of circumcision?	"पौलुस उन विचारों को प्रस्तुत करता है जो उसने अध्याय 2 में लिखा था उसे सुनने के बाद लोगों के मनों में आ सकते हैं। वह उन्हें पद 2 में जवाब देने के लिए ऐसा करता है। वैकल्पिक अनुवाद: ""कुछ मनुष्य कह सकते हैं, 'फिर यहूदियों को इससे क्या फायदा? और खतना से क्या लाभ है?'' या ''कुछ मनुष्य कह सकते हैं, ''यदि यह सत्य है, तो यहूदियों को कोई लाभ नहीं है, और खतना होने में कोई लाभ नहीं है।'' (देखें: [[rc://en/ta/man/translate/figs-explicit]] और [[rc://en/ta/man/translate/figs-rquestion]])"
ROM	3	2	rri9	figs-explicit		0	It is great in every way	"पौलुस अब पद 1 में लाई गई चिंताओं का जवाब देता है। यहाँ ""यह"" यहूदी मनुष्यों के सदस्य होने का उल्लेख करता है। वैकल्पिक अनुवाद: ""लेकिन यहूदी होने का बहुत फायदा है"" (देखें: [[rc://en/ta/man/translate/figs-explicit]])"
